date,index_name,last
2016-09-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.316
2016-10-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.252
2016-11-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.218
2016-12-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.362
2017-01-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.29
2017-02-28,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.094
2017-03-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.506
2017-04-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.877
2017-05-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.045
2017-06-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.673
2017-07-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.41
2017-08-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.511
2017-09-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.478
2017-10-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.942
2017-11-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.671
2017-12-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.28
2018-01-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.359
2018-02-28,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.55
2018-03-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.344
2018-04-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.479
2018-05-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.264
2018-06-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.202
2018-07-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.418
2018-08-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.406
2018-09-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.374
2018-10-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.317
2018-11-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.514
2018-12-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.513
2019-01-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.035
2019-02-28,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.674
2019-03-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),245.613
2019-04-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),246.106
2019-05-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),245.878
2019-06-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),246.867
2019-07-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),247.478
2019-08-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),247.896
2019-09-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),247.346
2019-10-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),247.35
2019-11-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),247.306
2019-12-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),247.554
2020-01-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),248.049
2020-02-29,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),247.862
2020-03-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),240.729
2020-04-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.443
2020-05-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.238
2020-06-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),245.844
2020-07-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),247.377
2020-08-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),247.882
2020-09-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),248.238
2020-10-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),248.986
2020-11-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),249.842
2020-12-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),249.905
2021-01-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.068
2021-02-28,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.029
2021-03-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.393
2021-04-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.621
2021-05-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.71
2021-06-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.97
2021-07-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),251.6
2021-08-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),251.459
2021-09-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),251.386
2021-10-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.949
2021-11-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.902
2021-12-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.983
2022-01-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.453
2022-02-28,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),248.236
2022-03-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),246.705
2022-04-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.718
2022-05-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.176
2022-06-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),240.813
2022-07-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.788
2022-08-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),240.877
2022-09-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),237.283
2022-10-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),237.431
2022-11-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),239.545
2022-12-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),238.816
2023-01-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),240.701
2023-02-28,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),239.637
2023-03-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),241.08
2023-04-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),241.991
2023-05-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),242.341
2023-06-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),241.621
2023-07-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),243.501
2023-08-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.352
2023-09-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),244.432
2023-10-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),245.515
2023-11-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),247.768
2023-12-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.629
2024-01-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),251.306
2024-02-29,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),250.553
2024-03-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),252.073
2024-04-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),251.831
2024-05-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),252.638
2024-06-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),254.117
2024-07-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),256.49
2024-08-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),257.664
2024-09-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),259.734
2024-10-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),259.841
2024-11-30,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),261.662
2024-12-31,ICE BofA Euro Corp. 1-3Y (SEK-hedged) (ER01),261.738
2007-12-31,Infrastructure (USD),161.9041399
2008-01-31,Infrastructure (USD),160.3298257
2008-02-29,Infrastructure (USD),158.7555115
2008-03-31,Infrastructure (USD),157.1811973
2008-04-30,Infrastructure (USD),161.9034482
2008-05-31,Infrastructure (USD),166.6256992
2008-06-30,Infrastructure (USD),171.3479502
2008-07-31,Infrastructure (USD),167.8558525
2008-08-31,Infrastructure (USD),164.3637548
2008-09-30,Infrastructure (USD),160.8716571
2008-10-31,Infrastructure (USD),161.3292187
2008-11-30,Infrastructure (USD),161.7867804
2008-12-31,Infrastructure (USD),162.2443421
2009-01-31,Infrastructure (USD),159.734225
2009-02-28,Infrastructure (USD),157.224108
2009-03-31,Infrastructure (USD),154.7139909
2009-04-30,Infrastructure (USD),154.4626304
2009-05-31,Infrastructure (USD),154.2112698
2009-06-30,Infrastructure (USD),153.9599092
2009-07-31,Infrastructure (USD),155.2541058
2009-08-31,Infrastructure (USD),156.5483025
2009-09-30,Infrastructure (USD),157.8424991
2009-10-31,Infrastructure (USD),159.8166247
2009-11-30,Infrastructure (USD),161.7907503
2009-12-31,Infrastructure (USD),163.7648759
2010-01-31,Infrastructure (USD),161.7934334
2010-02-28,Infrastructure (USD),159.821991
2010-03-31,Infrastructure (USD),157.8505485
2010-04-30,Infrastructure (USD),158.2470331
2010-05-31,Infrastructure (USD),158.6435176
2010-06-30,Infrastructure (USD),159.0400021
2010-07-31,Infrastructure (USD),160.880552
2010-08-31,Infrastructure (USD),162.7211019
2010-09-30,Infrastructure (USD),164.5616518
2010-10-31,Infrastructure (USD),167.9425442
2010-11-30,Infrastructure (USD),171.3234366
2010-12-31,Infrastructure (USD),174.704329
2011-01-31,Infrastructure (USD),175.2610635
2011-02-28,Infrastructure (USD),175.817798
2011-03-31,Infrastructure (USD),176.3745325
2011-04-30,Infrastructure (USD),177.9230558
2011-05-31,Infrastructure (USD),179.471579
2011-06-30,Infrastructure (USD),181.0201023
2011-07-31,Infrastructure (USD),180.8717593
2011-08-31,Infrastructure (USD),180.7234163
2011-09-30,Infrastructure (USD),180.5750732
2011-10-31,Infrastructure (USD),181.7993505
2011-11-30,Infrastructure (USD),183.0236277
2011-12-31,Infrastructure (USD),184.2479049
2012-01-31,Infrastructure (USD),183.4030966
2012-02-29,Infrastructure (USD),182.5582883
2012-03-31,Infrastructure (USD),181.71348
2012-04-30,Infrastructure (USD),181.0092036
2012-05-31,Infrastructure (USD),180.3049273
2012-06-30,Infrastructure (USD),179.6006509
2012-07-31,Infrastructure (USD),181.1266939
2012-08-31,Infrastructure (USD),182.6527369
2012-09-30,Infrastructure (USD),184.1787799
2012-10-31,Infrastructure (USD),186.1588137
2012-11-30,Infrastructure (USD),188.1388476
2012-12-31,Infrastructure (USD),190.1188814
2013-01-31,Infrastructure (USD),192.998365
2013-02-28,Infrastructure (USD),195.8778486
2013-03-31,Infrastructure (USD),198.7573322
2013-04-30,Infrastructure (USD),198.0030686
2013-05-31,Infrastructure (USD),197.2488051
2013-06-30,Infrastructure (USD),196.4945416
2013-07-31,Infrastructure (USD),198.1359025
2013-08-31,Infrastructure (USD),199.7772634
2013-09-30,Infrastructure (USD),201.4186244
2013-10-31,Infrastructure (USD),203.0666849
2013-11-30,Infrastructure (USD),204.7147454
2013-12-31,Infrastructure (USD),206.362806
2014-01-31,Infrastructure (USD),209.8651729
2014-02-28,Infrastructure (USD),213.3675398
2014-03-31,Infrastructure (USD),216.8699067
2014-04-30,Infrastructure (USD),219.2695107
2014-05-31,Infrastructure (USD),221.6691146
2014-06-30,Infrastructure (USD),224.0687185
2014-07-31,Infrastructure (USD),226.537495
2014-08-31,Infrastructure (USD),229.0062715
2014-09-30,Infrastructure (USD),231.475048
2014-10-31,Infrastructure (USD),233.3098445
2014-11-30,Infrastructure (USD),235.144641
2014-12-31,Infrastructure (USD),236.9794375
2015-01-31,Infrastructure (USD),238.7647947
2015-02-28,Infrastructure (USD),240.5501519
2015-03-31,Infrastructure (USD),242.3355091
2015-04-30,Infrastructure (USD),245.6769453
2015-05-31,Infrastructure (USD),249.0183814
2015-06-30,Infrastructure (USD),252.3598176
2015-07-31,Infrastructure (USD),252.8817641
2015-08-31,Infrastructure (USD),253.4037107
2015-09-30,Infrastructure (USD),253.9256572
2015-10-31,Infrastructure (USD),255.2099589
2015-11-30,Infrastructure (USD),256.4942607
2015-12-31,Infrastructure (USD),257.7785624
2016-01-31,Infrastructure (USD),259.5042188
2016-02-29,Infrastructure (USD),261.2298752
2016-03-31,Infrastructure (USD),262.9555316
2016-04-30,Infrastructure (USD),267.3703778
2016-05-31,Infrastructure (USD),271.7852241
2016-06-30,Infrastructure (USD),276.2000703
2016-07-31,Infrastructure (USD),275.9439913
2016-08-31,Infrastructure (USD),275.6879123
2016-09-30,Infrastructure (USD),275.4318333
2016-10-31,Infrastructure (USD),278.00677
2016-11-30,Infrastructure (USD),280.5817068
2016-12-31,Infrastructure (USD),283.1566435
2017-01-31,Infrastructure (USD),285.1345327
2017-02-28,Infrastructure (USD),287.112422
2017-03-31,Infrastructure (USD),289.0903112
2017-04-30,Infrastructure (USD),293.4787736
2017-05-31,Infrastructure (USD),297.8672361
2017-06-30,Infrastructure (USD),302.2556985
2017-07-31,Infrastructure (USD),304.2244673
2017-08-31,Infrastructure (USD),306.193236
2017-09-30,Infrastructure (USD),308.1620048
2017-10-31,Infrastructure (USD),307.1544207
2017-11-30,Infrastructure (USD),306.1468365
2017-12-31,Infrastructure (USD),305.1392524
2018-01-31,Infrastructure (USD),308.3439452
2018-02-28,Infrastructure (USD),311.5486381
2018-03-31,Infrastructure (USD),314.7533309
2018-04-30,Infrastructure (USD),317.0471221
2018-05-31,Infrastructure (USD),319.3409133
2018-06-30,Infrastructure (USD),321.6347045
2018-07-31,Infrastructure (USD),328.1696204
2018-08-31,Infrastructure (USD),334.7045364
2018-09-30,Infrastructure (USD),341.2394523
2018-10-31,Infrastructure (USD),340.0472303
2018-11-30,Infrastructure (USD),338.8550083
2018-12-31,Infrastructure (USD),337.6627863
2019-01-31,Infrastructure (USD),340.7764332
2019-02-28,Infrastructure (USD),343.89008
2019-03-31,Infrastructure (USD),347.0037269
2019-04-30,Infrastructure (USD),348.129118
2019-05-31,Infrastructure (USD),349.254509
2019-06-30,Infrastructure (USD),350.3799001
2019-07-31,Infrastructure (USD),352.0990143
2019-08-31,Infrastructure (USD),353.8181285
2019-09-30,Infrastructure (USD),355.5372426
2019-10-31,Infrastructure (USD),357.8633428
2019-11-30,Infrastructure (USD),360.189443
2019-12-31,Infrastructure (USD),362.5155432
2020-01-31,Infrastructure (USD),359.1962933
2020-02-29,Infrastructure (USD),355.8770434
2020-03-31,Infrastructure (USD),352.5577934
2020-04-30,Infrastructure (USD),355.1749143
2020-05-31,Infrastructure (USD),357.7920351
2020-06-30,Infrastructure (USD),360.4091559
2020-07-31,Infrastructure (USD),363.6250739
2020-08-31,Infrastructure (USD),366.8409918
2020-09-30,Infrastructure (USD),370.0569098
2020-10-31,Infrastructure (USD),376.2881258
2020-11-30,Infrastructure (USD),382.5193419
2020-12-31,Infrastructure (USD),388.7505579
2021-01-31,Infrastructure (USD),391.8377571
2021-02-28,Infrastructure (USD),394.9249562
2021-03-31,Infrastructure (USD),398.0121554
2021-04-30,Infrastructure (USD),404.5056919
2021-05-31,Infrastructure (USD),410.9992284
2021-06-30,Infrastructure (USD),417.4927648
2021-07-31,Infrastructure (USD),419.6098685
2021-08-31,Infrastructure (USD),421.7269722
2021-09-30,Infrastructure (USD),423.8440759
2021-10-31,Infrastructure (USD),433.9249804
2021-11-30,Infrastructure (USD),444.0058849
2021-12-31,Infrastructure (USD),454.0867894
2022-01-31,Infrastructure (USD),460.6285984
2022-02-28,Infrastructure (USD),467.1704075
2022-03-31,Infrastructure (USD),473.7122166
2022-04-30,Infrastructure (USD),475.9405347
2022-05-31,Infrastructure (USD),478.1688529
2022-06-30,Infrastructure (USD),480.397171
2022-07-31,Infrastructure (USD),483.4158163
2022-08-31,Infrastructure (USD),486.4344616
2022-09-30,Infrastructure (USD),489.4531068
2022-10-31,Infrastructure (USD),491.1492728
2022-11-30,Infrastructure (USD),492.8454388
2022-12-31,Infrastructure (USD),494.5416048
2023-01-31,Infrastructure (USD),502.6429625
2023-02-28,Infrastructure (USD),510.7443202
2023-03-31,Infrastructure (USD),518.8456779
2023-04-30,Infrastructure (USD),522.6686221
2023-05-31,Infrastructure (USD),526.4915664
2023-06-30,Infrastructure (USD),530.3145106
2023-07-31,Infrastructure (USD),531.1051024
2023-08-31,Infrastructure (USD),531.8956941
2023-09-30,Infrastructure (USD),532.6862859
2023-10-31,Infrastructure (USD),538.0648866
2023-11-30,Infrastructure (USD),543.4434873
2023-12-31,Infrastructure (USD),548.8220881
2024-01-31,Infrastructure (USD),553.2091223
2024-02-29,Infrastructure (USD),557.5961565
2024-03-31,Infrastructure (USD),561.9831907
2024-04-30,Infrastructure (USD),564.9389208
2024-05-31,Infrastructure (USD),567.894651
2024-06-30,Infrastructure (USD),570.8503812
2024-07-31,Infrastructure (USD),578.5586216
2024-08-31,Infrastructure (USD),586.266862
2024-09-30,Infrastructure (USD),593.9751024
2007-12-31,Private Equity (USD),164.0312846
2008-01-31,Private Equity (USD),163.9383154
2008-02-29,Private Equity (USD),163.8453462
2008-03-31,Private Equity (USD),163.7523769
2008-04-30,Private Equity (USD),162.7064081
2008-05-31,Private Equity (USD),161.6604393
2008-06-30,Private Equity (USD),160.6144705
2008-07-31,Private Equity (USD),156.1738683
2008-08-31,Private Equity (USD),151.7332661
2008-09-30,Private Equity (USD),147.2926638
2008-10-31,Private Equity (USD),140.8685988
2008-11-30,Private Equity (USD),134.4445337
2008-12-31,Private Equity (USD),128.0204687
2009-01-31,Private Equity (USD),125.006028
2009-02-28,Private Equity (USD),121.9915873
2009-03-31,Private Equity (USD),118.9771467
2009-04-30,Private Equity (USD),120.739534
2009-05-31,Private Equity (USD),122.5019213
2009-06-30,Private Equity (USD),124.2643087
2009-07-31,Private Equity (USD),126.4889952
2009-08-31,Private Equity (USD),128.7136817
2009-09-30,Private Equity (USD),130.9383682
2009-10-31,Private Equity (USD),134.3161147
2009-11-30,Private Equity (USD),137.6938613
2009-12-31,Private Equity (USD),141.0716078
2010-01-31,Private Equity (USD),142.2190624
2010-02-28,Private Equity (USD),143.3665169
2010-03-31,Private Equity (USD),144.5139714
2010-04-30,Private Equity (USD),145.3369404
2010-05-31,Private Equity (USD),146.1599094
2010-06-30,Private Equity (USD),146.9828784
2010-07-31,Private Equity (USD),149.6786356
2010-08-31,Private Equity (USD),152.3743927
2010-09-30,Private Equity (USD),155.0701499
2010-10-31,Private Equity (USD),158.7057889
2010-11-30,Private Equity (USD),162.3414279
2010-12-31,Private Equity (USD),165.9770669
2011-01-31,Private Equity (USD),168.7373546
2011-02-28,Private Equity (USD),171.4976424
2011-03-31,Private Equity (USD),174.2579301
2011-04-30,Private Equity (USD),177.0888353
2011-05-31,Private Equity (USD),179.9197404
2011-06-30,Private Equity (USD),182.7506456
2011-07-31,Private Equity (USD),180.6765112
2011-08-31,Private Equity (USD),178.6023767
2011-09-30,Private Equity (USD),176.5282423
2011-10-31,Private Equity (USD),177.3806969
2011-11-30,Private Equity (USD),178.2331516
2011-12-31,Private Equity (USD),179.0856062
2012-01-31,Private Equity (USD),182.7457142
2012-02-29,Private Equity (USD),186.4058222
2012-03-31,Private Equity (USD),190.0659303
2012-04-30,Private Equity (USD),190.530692
2012-05-31,Private Equity (USD),190.9954538
2012-06-30,Private Equity (USD),191.4602155
2012-07-31,Private Equity (USD),193.9297306
2012-08-31,Private Equity (USD),196.3992456
2012-09-30,Private Equity (USD),198.8687607
2012-10-31,Private Equity (USD),200.8538917
2012-11-30,Private Equity (USD),202.8390228
2012-12-31,Private Equity (USD),204.8241539
2013-01-31,Private Equity (USD),207.1259239
2013-02-28,Private Equity (USD),209.427694
2013-03-31,Private Equity (USD),211.729464
2013-04-30,Private Equity (USD),213.8734039
2013-05-31,Private Equity (USD),216.0173438
2013-06-30,Private Equity (USD),218.1612837
2013-07-31,Private Equity (USD),221.8183476
2013-08-31,Private Equity (USD),225.4754116
2013-09-30,Private Equity (USD),229.1324755
2013-10-31,Private Equity (USD),233.7730589
2013-11-30,Private Equity (USD),238.4136423
2013-12-31,Private Equity (USD),243.0542258
2014-01-31,Private Equity (USD),246.5860435
2014-02-28,Private Equity (USD),250.1178612
2014-03-31,Private Equity (USD),253.6496789
2014-04-30,Private Equity (USD),258.1835835
2014-05-31,Private Equity (USD),262.7174881
2014-06-30,Private Equity (USD),267.2513927
2014-07-31,Private Equity (USD),267.7064599
2014-08-31,Private Equity (USD),268.1615271
2014-09-30,Private Equity (USD),268.6165942
2014-10-31,Private Equity (USD),269.9400098
2014-11-30,Private Equity (USD),271.2634254
2014-12-31,Private Equity (USD),272.586841
2015-01-31,Private Equity (USD),275.9832303
2015-02-28,Private Equity (USD),279.3796196
2015-03-31,Private Equity (USD),282.7760089
2015-04-30,Private Equity (USD),288.2368546
2015-05-31,Private Equity (USD),293.6977002
2015-06-30,Private Equity (USD),299.1585459
2015-07-31,Private Equity (USD),299.7491226
2015-08-31,Private Equity (USD),300.3396993
2015-09-30,Private Equity (USD),300.9302761
2015-10-31,Private Equity (USD),302.9531027
2015-11-30,Private Equity (USD),304.9759293
2015-12-31,Private Equity (USD),306.9987559
2016-01-31,Private Equity (USD),308.5877588
2016-02-29,Private Equity (USD),310.1767616
2016-03-31,Private Equity (USD),311.7657645
2016-04-30,Private Equity (USD),316.3995081
2016-05-31,Private Equity (USD),321.0332517
2016-06-30,Private Equity (USD),325.6669954
2016-07-31,Private Equity (USD),330.5906347
2016-08-31,Private Equity (USD),335.5142741
2016-09-30,Private Equity (USD),340.4379134
2016-10-31,Private Equity (USD),341.3192998
2016-11-30,Private Equity (USD),342.2006861
2016-12-31,Private Equity (USD),343.0820725
2017-01-31,Private Equity (USD),348.6397882
2017-02-28,Private Equity (USD),354.1975039
2017-03-31,Private Equity (USD),359.7552197
2017-04-30,Private Equity (USD),366.1292726
2017-05-31,Private Equity (USD),372.5033255
2017-06-30,Private Equity (USD),378.8773785
2017-07-31,Private Equity (USD),384.9107635
2017-08-31,Private Equity (USD),390.9441485
2017-09-30,Private Equity (USD),396.9775335
2017-10-31,Private Equity (USD),402.3318127
2017-11-30,Private Equity (USD),407.686092
2017-12-31,Private Equity (USD),413.0403712
2018-01-31,Private Equity (USD),418.0637319
2018-02-28,Private Equity (USD),423.0870927
2018-03-31,Private Equity (USD),428.1104534
2018-04-30,Private Equity (USD),433.5572435
2018-05-31,Private Equity (USD),439.0040335
2018-06-30,Private Equity (USD),444.4508236
2018-07-31,Private Equity (USD),450.8394201
2018-08-31,Private Equity (USD),457.2280165
2018-09-30,Private Equity (USD),463.616613
2018-10-31,Private Equity (USD),462.0590643
2018-11-30,Private Equity (USD),460.5015155
2018-12-31,Private Equity (USD),458.9439668
2019-01-31,Private Equity (USD),466.1461688
2019-02-28,Private Equity (USD),473.3483707
2019-03-31,Private Equity (USD),480.5505726
2019-04-30,Private Equity (USD),485.1806826
2019-05-31,Private Equity (USD),489.8107926
2019-06-30,Private Equity (USD),494.4409026
2019-07-31,Private Equity (USD),499.3621379
2019-08-31,Private Equity (USD),504.2833732
2019-09-30,Private Equity (USD),509.2046086
2019-10-31,Private Equity (USD),518.1561541
2019-11-30,Private Equity (USD),527.1076995
2019-12-31,Private Equity (USD),536.059245
2020-01-31,Private Equity (USD),520.7779918
2020-02-29,Private Equity (USD),505.4967386
2020-03-31,Private Equity (USD),490.2154854
2020-04-30,Private Equity (USD),506.0906694
2020-05-31,Private Equity (USD),521.9658533
2020-06-30,Private Equity (USD),537.8410372
2020-07-31,Private Equity (USD),559.2542252
2020-08-31,Private Equity (USD),580.6674132
2020-09-30,Private Equity (USD),602.0806011
2020-10-31,Private Equity (USD),628.5821325
2020-11-30,Private Equity (USD),655.0836639
2020-12-31,Private Equity (USD),681.5851953
2021-01-31,Private Equity (USD),702.336364
2021-02-28,Private Equity (USD),723.0875327
2021-03-31,Private Equity (USD),743.8387014
2021-04-30,Private Equity (USD),777.3317623
2021-05-31,Private Equity (USD),810.8248233
2021-06-30,Private Equity (USD),844.3178842
2021-07-31,Private Equity (USD),861.5477945
2021-08-31,Private Equity (USD),878.7777048
2021-09-30,Private Equity (USD),896.007615
2021-10-31,Private Equity (USD),913.771326
2021-11-30,Private Equity (USD),931.535037
2021-12-31,Private Equity (USD),949.298748
2022-01-31,Private Equity (USD),950.0547872
2022-02-28,Private Equity (USD),950.8108263
2022-03-31,Private Equity (USD),951.5668655
2022-04-30,Private Equity (USD),944.8580316
2022-05-31,Private Equity (USD),938.1491978
2022-06-30,Private Equity (USD),931.4403639
2022-07-31,Private Equity (USD),926.9205901
2022-08-31,Private Equity (USD),922.4008163
2022-09-30,Private Equity (USD),917.8810425
2022-10-31,Private Equity (USD),923.4252879
2022-11-30,Private Equity (USD),928.9695332
2022-12-31,Private Equity (USD),934.5137786
2023-01-31,Private Equity (USD),945.7900929
2023-02-28,Private Equity (USD),957.0664072
2023-03-31,Private Equity (USD),968.3427215
2023-04-30,Private Equity (USD),976.4155351
2023-05-31,Private Equity (USD),984.4883487
2023-06-30,Private Equity (USD),992.5611624
2023-07-31,Private Equity (USD),995.6867468
2023-08-31,Private Equity (USD),998.8123313
2023-09-30,Private Equity (USD),1001.937916
2023-10-31,Private Equity (USD),1012.065355
2023-11-30,Private Equity (USD),1022.192795
2023-12-31,Private Equity (USD),1032.320235
2024-01-31,Private Equity (USD),1040.775092
2024-02-29,Private Equity (USD),1049.229949
2024-03-31,Private Equity (USD),1057.684806
2024-04-30,Private Equity (USD),1067.578533
2024-05-31,Private Equity (USD),1077.47226
2024-06-30,Private Equity (USD),1087.365987
2024-07-31,Private Equity (USD),1097.6049
2024-08-31,Private Equity (USD),1107.843813
2024-09-30,Private Equity (USD),1118.082726
2007-12-31,Real Estate (USD),172.7146409
2008-01-31,Real Estate (USD),170.9846992
2008-02-29,Real Estate (USD),169.2547575
2008-03-31,Real Estate (USD),167.5248158
2008-04-30,Real Estate (USD),164.9720226
2008-05-31,Real Estate (USD),162.4192294
2008-06-30,Real Estate (USD),159.8664363
2008-07-31,Real Estate (USD),155.1361508
2008-08-31,Real Estate (USD),150.4058653
2008-09-30,Real Estate (USD),145.6755798
2008-10-31,Real Estate (USD),138.6989094
2008-11-30,Real Estate (USD),131.722239
2008-12-31,Real Estate (USD),124.7455687
2009-01-31,Real Estate (USD),116.7230694
2009-02-28,Real Estate (USD),108.7005701
2009-03-31,Real Estate (USD),100.6780708
2009-04-30,Real Estate (USD),96.73356007
2009-05-31,Real Estate (USD),92.7890493
2009-06-30,Real Estate (USD),88.84453854
2009-07-31,Real Estate (USD),87.54764301
2009-08-31,Real Estate (USD),86.25074748
2009-09-30,Real Estate (USD),84.95385195
2009-10-31,Real Estate (USD),83.9108095
2009-11-30,Real Estate (USD),82.86776704
