,date,last,Type,Name,Period Net Return,Indexed Net Return,Period Change,OGC Adjusted Period Change,Indexed OGC Adjusted
16,2023-01-31,534.0072,Asset,SSF:60055,0,1,0,-0.000059523809523809524,0.9999404761904762
36,2023-02-28,548.1068,Asset,SSF:60055,0.026403389317597226,1.0264033893175972,0.026403389317597226,0.026343865508073418,1.026282773611317
59,2023-03-31,556.0964,Asset,SSF:60055,0.04136498534102162,1.0413649853410216,0.014576721179156982,0.014517197369633172,1.041181523192887
77,2023-04-28,573.8127,Asset,SSF:60055,0.07454112978251959,1.0745411297825196,0.03185832528317012,0.03179880147364631,1.0742898477469263
98,2023-05-31,564.326,Asset,SSF:60055,0.05677601350693395,1.056776013506934,-0.01653274666106186,-0.016592270470585667,1.056464940029305
